TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,GAME_ID,GP,W,L,MIN,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT,DATE,IS_REGULAR_SEASON,GAME_ID,TEAM_ABBREVIATION,DK_POINTS
1610612763,Memphis Grizzlies,MEM,0021500195,1,0,1,240.0,9.0,4.0,5.0,0.8,0.0,0.0,0.0,8.0,0.889,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-21,1,0021500195,MEM,172.0
1610612763,Memphis Grizzlies,MEM,0021500211,1,1,0,240.0,15.0,6.0,10.0,0.6,4.0,5.0,0.8,16.0,1.067,3.0,0.2,0.0,0.0,0.0,0.0,4.0,0.267,2015-11-24,1,0021500211,MEM,218.5
1610612763,Memphis Grizzlies,MEM,0021500220,1,1,0,240.0,9.0,4.0,6.0,0.667,4.0,4.0,1.0,12.0,1.333,1.0,0.111,0.0,0.0,0.0,0.0,2.0,0.222,2015-11-25,1,0021500220,MEM,194.5
1610612763,Memphis Grizzlies,MEM,0021500233,1,0,1,240.0,11.0,3.0,7.0,0.429,1.0,1.0,1.0,7.0,0.636,4.0,0.364,1.0,0.091,0.0,0.0,1.0,0.091,2015-11-27,1,0021500233,MEM,179.75
1610612763,Memphis Grizzlies,MEM,0021500251,1,1,0,240.0,19.0,2.0,7.0,0.286,0.0,0.0,0.0,4.0,0.211,10.0,0.526,1.0,0.053,1.0,0.053,1.0,0.053,2015-11-29,1,0021500251,MEM,202.0
1610612763,Memphis Grizzlies,MEM,0021500266,1,1,0,240.0,11.0,2.0,4.0,0.5,6.0,6.0,1.0,10.0,0.909,3.0,0.273,0.0,0.0,0.0,0.0,3.0,0.273,2015-12-01,1,0021500266,MEM,212.5
1610612763,Memphis Grizzlies,MEM,0021500280,1,0,1,240.0,12.0,2.0,5.0,0.4,4.0,6.0,0.667,8.0,0.667,1.0,0.083,0.0,0.0,1.0,0.083,4.0,0.333,2015-12-03,1,0021500280,MEM,172.5
1610612763,Memphis Grizzlies,MEM,0021500299,1,1,0,240.0,17.0,7.0,12.0,0.583,6.0,6.0,1.0,20.0,1.176,2.0,0.118,0.0,0.0,0.0,0.0,4.0,0.235,2015-12-06,1,0021500299,MEM,203.75
1610612763,Memphis Grizzlies,MEM,0021500316,1,0,1,240.0,17.0,7.0,10.0,0.7,3.0,4.0,0.75,17.0,1.0,3.0,0.176,1.0,0.059,0.0,0.0,2.0,0.118,2015-12-08,1,0021500316,MEM,160.75
1610612763,Memphis Grizzlies,MEM,0021500322,1,1,0,240.0,13.0,4.0,9.0,0.444,2.0,3.0,0.667,10.0,0.769,1.0,0.077,1.0,0.077,2.0,0.154,3.0,0.231,2015-12-09,1,0021500322,MEM,197.5
1610612763,Memphis Grizzlies,MEM,0021500338,1,0,1,240.0,15.0,1.0,6.0,0.167,7.0,10.0,0.7,9.0,0.6,4.0,0.267,2.0,0.133,0.0,0.0,5.0,0.333,2015-12-11,1,0021500338,MEM,196.25
1610612763,Memphis Grizzlies,MEM,0021500354,1,0,1,240.0,19.0,10.0,11.0,0.909,1.0,2.0,0.5,21.0,1.105,5.0,0.263,0.0,0.0,2.0,0.105,3.0,0.158,2015-12-13,1,0021500354,MEM,190.0
1610612763,Memphis Grizzlies,MEM,0021500362,1,1,0,240.0,9.0,4.0,7.0,0.571,2.0,2.0,1.0,10.0,1.111,1.0,0.111,0.0,0.0,0.0,0.0,1.0,0.111,2015-12-14,1,0021500362,MEM,215.75
1610612763,Memphis Grizzlies,MEM,0021500377,1,0,1,240.0,20.0,5.0,6.0,0.833,3.0,4.0,0.75,13.0,0.65,7.0,0.35,1.0,0.05,2.0,0.1,2.0,0.1,2015-12-16,1,0021500377,MEM,188.0
1610612763,Memphis Grizzlies,MEM,0021500394,1,0,1,240.0,17.0,2.0,8.0,0.25,6.0,6.0,1.0,10.0,0.588,3.0,0.176,0.0,0.0,2.0,0.118,3.0,0.176,2015-12-18,1,0021500394,MEM,178.0
1610612763,Memphis Grizzlies,MEM,0021500402,1,1,0,240.0,15.0,7.0,8.0,0.875,0.0,0.0,0.0,14.0,0.933,7.0,0.467,1.0,0.067,0.0,0.0,0.0,0.0,2015-12-19,1,0021500402,MEM,207.75
1610612763,Memphis Grizzlies,MEM,0021500419,1,1,0,240.0,18.0,6.0,9.0,0.667,3.0,3.0,1.0,15.0,0.833,3.0,0.167,0.0,0.0,1.0,0.056,2.0,0.111,2015-12-22,1,0021500419,MEM,216.0
1610612763,Memphis Grizzlies,MEM,0021500427,1,0,1,240.0,10.0,1.0,6.0,0.167,3.0,6.0,0.5,5.0,0.5,1.0,0.1,1.0,0.1,0.0,0.0,3.0,0.3,2015-12-23,1,0021500427,MEM,187.25
1610612763,Memphis Grizzlies,MEM,0021500443,1,0,1,240.0,21.0,8.0,16.0,0.5,2.0,2.0,1.0,18.0,0.857,1.0,0.048,0.0,0.0,2.0,0.095,2.0,0.095,2015-12-26,1,0021500443,MEM,204.75
1610612763,Memphis Grizzlies,MEM,0021500455,1,1,0,240.0,13.0,5.0,8.0,0.625,0.0,0.0,0.0,10.0,0.769,5.0,0.385,1.0,0.077,0.0,0.0,0.0,0.0,2015-12-27,1,0021500455,MEM,228.75
1610612763,Memphis Grizzlies,MEM,0021500471,1,1,0,265.0,14.0,7.0,8.0,0.875,3.0,3.0,1.0,17.0,1.214,2.0,0.143,1.0,0.071,0.0,0.0,4.0,0.286,2015-12-29,1,0021500471,MEM,205.75
1610612763,Memphis Grizzlies,MEM,0021500503,1,0,1,265.0,15.0,5.0,9.0,0.556,1.0,2.0,0.5,11.0,0.733,3.0,0.2,0.0,0.0,1.0,0.067,1.0,0.067,2016-01-02,1,0021500503,MEM,180.25
1610612763,Memphis Grizzlies,MEM,0021500519,1,1,0,240.0,13.0,3.0,7.0,0.429,3.0,4.0,0.75,9.0,0.692,2.0,0.154,0.0,0.0,2.0,0.154,2.0,0.154,2016-01-04,1,0021500519,MEM,204.25
1610612763,Memphis Grizzlies,MEM,0021500534,1,0,1,240.0,15.0,8.0,10.0,0.8,1.0,1.0,1.0,17.0,1.133,5.0,0.333,0.0,0.0,0.0,0.0,1.0,0.067,2016-01-06,1,0021500534,MEM,194.5
1610612763,Memphis Grizzlies,MEM,0021500542,1,1,0,240.0,12.0,1.0,6.0,0.167,3.0,4.0,0.75,5.0,0.417,3.0,0.25,0.0,0.0,0.0,0.0,3.0,0.25,2016-01-08,1,0021500542,MEM,194.75
1610612763,Memphis Grizzlies,MEM,0021500560,1,1,0,240.0,16.0,4.0,12.0,0.333,2.0,3.0,0.667,10.0,0.625,1.0,0.063,0.0,0.0,0.0,0.0,3.0,0.188,2016-01-10,1,0021500560,MEM,214.0
1610612763,Memphis Grizzlies,MEM,0021500572,1,0,1,240.0,16.0,6.0,8.0,0.75,2.0,2.0,1.0,14.0,0.875,6.0,0.375,2.0,0.125,1.0,0.063,2.0,0.125,2016-01-12,1,0021500572,MEM,176.25
1610612763,Memphis Grizzlies,MEM,0021500589,1,1,0,240.0,11.0,2.0,4.0,0.5,0.0,0.0,0.0,4.0,0.364,4.0,0.364,0.0,0.0,1.0,0.091,1.0,0.091,2016-01-14,1,0021500589,MEM,194.5
1610612763,Memphis Grizzlies,MEM,0021500607,1,1,0,240.0,16.0,3.0,10.0,0.3,2.0,2.0,1.0,8.0,0.5,4.0,0.25,1.0,0.063,0.0,0.0,1.0,0.063,2016-01-16,1,0021500607,MEM,200.5
1610612763,Memphis Grizzlies,MEM,0021500618,1,1,0,240.0,12.0,4.0,10.0,0.4,1.0,1.0,1.0,9.0,0.75,0.0,0.0,0.0,0.0,1.0,0.083,1.0,0.083,2016-01-18,1,0021500618,MEM,207.75
1610612763,Memphis Grizzlies,MEM,0021500642,1,1,0,240.0,13.0,5.0,7.0,0.714,5.0,6.0,0.833,15.0,1.154,2.0,0.154,0.0,0.0,1.0,0.077,3.0,0.231,2016-01-21,1,0021500642,MEM,197.5
1610612763,Memphis Grizzlies,MEM,0021500658,1,0,1,240.0,17.0,6.0,8.0,0.75,3.0,4.0,0.75,15.0,0.882,4.0,0.235,0.0,0.0,2.0,0.118,2.0,0.118,2016-01-23,1,0021500658,MEM,193.0
1610612763,Memphis Grizzlies,MEM,0021500670,1,1,0,265.0,15.0,7.0,12.0,0.583,2.0,2.0,1.0,16.0,1.067,2.0,0.133,0.0,0.0,0.0,0.0,1.0,0.067,2016-01-25,1,0021500670,MEM,238.75
1610612763,Memphis Grizzlies,MEM,0021500695,1,1,0,240.0,14.0,6.0,11.0,0.545,1.0,2.0,0.5,13.0,0.929,2.0,0.143,0.0,0.0,0.0,0.0,1.0,0.071,2016-01-28,1,0021500695,MEM,207.75
1610612763,Memphis Grizzlies,MEM,0021500712,1,1,0,240.0,18.0,7.0,10.0,0.7,5.0,6.0,0.833,19.0,1.056,3.0,0.167,2.0,0.111,1.0,0.056,3.0,0.167,2016-01-30,1,0021500712,MEM,235.25
1610612763,Memphis Grizzlies,MEM,0021500724,1,1,0,240.0,18.0,8.0,10.0,0.8,2.0,4.0,0.5,18.0,1.0,4.0,0.222,2.0,0.111,2.0,0.111,2.0,0.111,2016-02-01,1,0021500724,MEM,209.25
1610612763,Memphis Grizzlies,MEM,0021500756,1,1,0,240.0,12.0,5.0,5.0,1.0,3.0,5.0,0.6,13.0,1.083,3.0,0.25,1.0,0.083,0.0,0.0,4.0,0.333,2016-02-05,1,0021500756,MEM,182.0
1610612763,Memphis Grizzlies,MEM,0021500765,1,0,1,265.0,18.0,7.0,11.0,0.636,3.0,4.0,0.75,17.0,0.944,2.0,0.111,0.0,0.0,1.0,0.056,3.0,0.167,2016-02-06,1,0021500765,MEM,220.5
1610612763,Memphis Grizzlies,MEM,0021500781,1,0,1,265.0,15.0,7.0,10.0,0.7,0.0,0.0,0.0,14.0,0.933,3.0,0.2,1.0,0.067,1.0,0.067,0.0,0.0,2016-02-08,1,0021500781,MEM,189.25
1610612763,Memphis Grizzlies,MEM,0021500793,1,1,0,240.0,13.0,7.0,11.0,0.636,0.0,0.0,0.0,14.0,1.077,2.0,0.154,1.0,0.077,0.0,0.0,0.0,0.0,2016-02-10,1,0021500793,MEM,218.75
1610612763,Memphis Grizzlies,MEM,0021500810,1,1,0,240.0,12.0,3.0,7.0,0.429,0.0,0.0,0.0,6.0,0.5,3.0,0.25,0.0,0.0,1.0,0.083,1.0,0.083,2016-02-19,1,0021500810,MEM,215.25
1610612763,Memphis Grizzlies,MEM,0021500829,1,0,1,240.0,13.0,3.0,6.0,0.5,2.0,4.0,0.5,8.0,0.615,3.0,0.231,0.0,0.0,1.0,0.077,3.0,0.231,2016-02-21,1,0021500829,MEM,169.25
1610612763,Memphis Grizzlies,MEM,0021500851,1,1,0,240.0,12.0,4.0,6.0,0.667,1.0,3.0,0.333,9.0,0.75,3.0,0.25,0.0,0.0,0.0,0.0,3.0,0.25,2016-02-24,1,0021500851,MEM,240.0
1610612763,Memphis Grizzlies,MEM,0021500868,1,1,0,240.0,14.0,6.0,9.0,0.667,2.0,2.0,1.0,14.0,1.0,3.0,0.214,0.0,0.0,0.0,0.0,1.0,0.071,2016-02-26,1,0021500868,MEM,226.75
1610612763,Memphis Grizzlies,MEM,0021500875,1,0,1,240.0,11.0,7.0,9.0,0.778,2.0,3.0,0.667,16.0,1.455,1.0,0.091,0.0,0.0,0.0,0.0,2.0,0.182,2016-02-27,1,0021500875,MEM,196.25
1610612763,Memphis Grizzlies,MEM,0021500888,1,1,0,240.0,16.0,8.0,9.0,0.889,3.0,6.0,0.5,19.0,1.188,3.0,0.188,1.0,0.063,0.0,0.0,4.0,0.25,2016-02-29,1,0021500888,MEM,190.0
1610612763,Memphis Grizzlies,MEM,0021500902,1,1,0,240.0,20.0,7.0,10.0,0.7,7.0,9.0,0.778,21.0,1.05,2.0,0.1,0.0,0.0,1.0,0.05,5.0,0.25,2016-03-02,1,0021500902,MEM,202.25
1610612763,Memphis Grizzlies,MEM,0021500918,1,1,0,240.0,13.0,6.0,8.0,0.75,2.0,2.0,1.0,14.0,1.077,2.0,0.154,1.0,0.077,0.0,0.0,2.0,0.154,2016-03-04,1,0021500918,MEM,186.5
1610612763,Memphis Grizzlies,MEM,0021500932,1,0,1,240.0,15.0,5.0,9.0,0.556,3.0,4.0,0.75,13.0,0.867,3.0,0.2,0.0,0.0,0.0,0.0,2.0,0.133,2016-03-06,1,0021500932,MEM,186.75
1610612763,Memphis Grizzlies,MEM,0021500938,1,1,0,240.0,11.0,4.0,8.0,0.5,2.0,2.0,1.0,10.0,0.909,1.0,0.091,0.0,0.0,0.0,0.0,1.0,0.091,2016-03-07,1,0021500938,MEM,221.5
1610612763,Memphis Grizzlies,MEM,0021500953,1,0,1,240.0,8.0,5.0,5.0,1.0,2.0,3.0,0.667,12.0,1.5,1.0,0.125,0.0,0.0,1.0,0.125,2.0,0.25,2016-03-09,1,0021500953,MEM,205.0
1610612763,Memphis Grizzlies,MEM,0021500967,1,1,0,265.0,22.0,6.0,15.0,0.4,4.0,4.0,1.0,16.0,0.727,2.0,0.091,1.0,0.045,1.0,0.045,2.0,0.091,2016-03-11,1,0021500967,MEM,257.25
1610612763,Memphis Grizzlies,MEM,0021500974,1,0,1,240.0,16.0,3.0,8.0,0.375,1.0,1.0,1.0,8.0,0.5,6.0,0.375,0.0,0.0,0.0,0.0,1.0,0.063,2016-03-12,1,0021500974,MEM,199.25
1610612763,Memphis Grizzlies,MEM,0021500992,1,0,1,240.0,13.0,3.0,7.0,0.429,4.0,4.0,1.0,10.0,0.769,2.0,0.154,0.0,0.0,0.0,0.0,2.0,0.154,2016-03-14,1,0021500992,MEM,177.5
1610612763,Memphis Grizzlies,MEM,0021501008,1,0,1,240.0,23.0,7.0,14.0,0.5,0.0,0.0,0.0,14.0,0.609,4.0,0.174,2.0,0.087,1.0,0.043,0.0,0.0,2016-03-16,1,0021501008,MEM,218.25
1610612763,Memphis Grizzlies,MEM,0021501017,1,0,1,240.0,14.0,5.0,10.0,0.5,1.0,2.0,0.5,11.0,0.786,2.0,0.143,1.0,0.071,1.0,0.071,1.0,0.071,2016-03-17,1,0021501017,MEM,180.75
1610612763,Memphis Grizzlies,MEM,0021501035,1,1,0,240.0,14.0,6.0,7.0,0.857,4.0,5.0,0.8,16.0,1.143,4.0,0.286,0.0,0.0,1.0,0.071,3.0,0.214,2016-03-19,1,0021501035,MEM,220.25
1610612763,Memphis Grizzlies,MEM,0021501051,1,1,0,240.0,10.0,3.0,6.0,0.5,3.0,3.0,1.0,9.0,0.9,3.0,0.3,0.0,0.0,0.0,0.0,2.0,0.2,2016-03-21,1,0021501051,MEM,207.25
1610612763,Memphis Grizzlies,MEM,0021501055,1,0,1,240.0,8.0,5.0,6.0,0.833,1.0,2.0,0.5,11.0,1.375,1.0,0.125,1.0,0.125,0.0,0.0,1.0,0.125,2016-03-22,1,0021501055,MEM,192.0
1610612763,Memphis Grizzlies,MEM,0021501078,1,0,1,240.0,7.0,2.0,5.0,0.4,0.0,0.0,0.0,4.0,0.571,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-25,1,0021501078,MEM,200.0
1610612763,Memphis Grizzlies,MEM,0021501100,1,0,1,240.0,8.0,1.0,6.0,0.167,0.0,0.0,0.0,2.0,0.25,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,2016-03-28,1,0021501100,MEM,179.5
1610612763,Memphis Grizzlies,MEM,0021501114,1,0,1,240.0,11.0,6.0,7.0,0.857,3.0,4.0,0.75,15.0,1.364,0.0,0.0,0.0,0.0,1.0,0.091,2.0,0.182,2016-03-30,1,0021501114,MEM,201.0
1610612763,Memphis Grizzlies,MEM,0021501132,1,0,1,240.0,17.0,3.0,11.0,0.273,3.0,4.0,0.75,9.0,0.529,4.0,0.235,0.0,0.0,1.0,0.059,2.0,0.118,2016-04-01,1,0021501132,MEM,204.0
1610612763,Memphis Grizzlies,MEM,0021501148,1,0,1,240.0,15.0,6.0,11.0,0.545,2.0,2.0,1.0,14.0,0.933,0.0,0.0,0.0,0.0,1.0,0.067,2.0,0.133,2016-04-03,1,0021501148,MEM,205.0
1610612763,Memphis Grizzlies,MEM,0021501158,1,1,0,240.0,15.0,6.0,8.0,0.75,4.0,5.0,0.8,16.0,1.067,5.0,0.333,1.0,0.067,0.0,0.0,3.0,0.2,2016-04-05,1,0021501158,MEM,209.0
1610612763,Memphis Grizzlies,MEM,0021501185,1,0,1,240.0,14.0,4.0,7.0,0.571,3.0,3.0,1.0,11.0,0.786,2.0,0.143,0.0,0.0,0.0,0.0,2.0,0.143,2016-04-08,1,0021501185,MEM,182.75
1610612763,Memphis Grizzlies,MEM,0021501190,1,0,1,240.0,14.0,4.0,9.0,0.444,4.0,4.0,1.0,12.0,0.857,3.0,0.214,1.0,0.071,0.0,0.0,2.0,0.143,2016-04-09,1,0021501190,MEM,214.75
1610612763,Memphis Grizzlies,MEM,0021501216,1,0,1,240.0,8.0,2.0,7.0,0.286,1.0,1.0,1.0,5.0,0.625,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.125,2016-04-12,1,0021501216,MEM,158.0
1610612763,Memphis Grizzlies,MEM,0021501227,1,0,1,240.0,13.0,8.0,11.0,0.727,1.0,1.0,1.0,17.0,1.308,0.0,0.0,0.0,0.0,1.0,0.077,1.0,0.077,2016-04-13,1,0021501227,MEM,208.75
