Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
57,1742636705,giantsquid (12/150),0,315.25,F P.J. Tucker SG Alec Burks SF Glenn Robinson III C Nikola Jokic PF Eric Paschall G Donovan Mitchell UTIL Jamal Murray PG Ky Bowman,,Michael Porter Jr.,SF,0.19%,11.75
57,1742636783,giantsquid (90/150),0,315.25,UTIL Lou Williams G Mike Conley SG Alec Burks F Will Barton SF Glenn Robinson III C Nikola Jokic PF Eric Paschall PG Ky Bowman,,Isaiah Hartenstein,F,0.15%,0
57,1742695673,CWILL0419 (2/2),0,315.25,F P.J. Tucker SG James Harden SF Royce O'Neale G Ben McLemore UTIL Rudy Gobert C Nikola Jokic PG Ky Bowman PF Omari Spellman,,Danuel House Jr.,UTIL,0.14%,0
62,1741841320,tomjk321 (138/150),0,315,C Paul Millsap G Mike Conley PF Paul George SG Alec Burks F Ben McLemore UTIL Donovan Mitchell SF Jaylen Brown PG Ky Bowman,,Jerome Robinson,SG,0.10%,13.25
62,1742057037,moklovin (53/150),0,315,SG Lou Williams G Russell Westbrook SF Glenn Robinson III UTIL Clint Capela C Nikola Jokic F Marquese Chriss PG Ky Bowman PF Omari Spellman,,Chris Clemons,G,0.09%,2
62,1742265026,NILKNARF (145/150),0,315,F P.J. Tucker G Lou Williams PG Alec Burks SF Glenn Robinson III UTIL Clint Capela C Nikola Jokic SG Donovan Mitchell PF Marquese Chriss,,Draymond Green,UTIL,0.07%,0
62,1742713110,EWizzle81 (1/2),0,315,F P.J. Tucker G Russell Westbrook SF Paul George SG Glenn Robinson III C Nikola Jokic UTIL Jaylen Brown PG Ky Bowman PF Omari Spellman,,Georges Niang,SF,0.06%,0
66,1741623351,jordanp907 (1/2),0,314.75,SF P.J. Tucker PG James Harden G Alec Burks F Ben McLemore C Clint Capela SG Jaylen Brown PF Marquese Chriss UTIL Ky Bowman,,Semi Ojeleye,F,0.03%,8.5
67,1742522866,Jambone87 (4/5),0,314.5,F Paul George SF Glenn Robinson III UTIL Rudy Gobert C Nikola Jokic PG Emmanuel Mudiay SG Donovan Mitchell G Ky Bowman PF Omari Spellman,,Michael Frazier,G,0.03%,0
67,1742636803,giantsquid (110/150),0,314.5,C Paul Millsap UTIL Lou Williams G James Harden SG Alec Burks F Ben McLemore SF Glenn Robinson III PF Eric Paschall PG Ky Bowman,,PJ Dozier,G,0.03%,0
69,1741812492,TheOctopus (19/100),0,314.25,PF P.J. Tucker SF Kawhi Leonard SG Alec Burks F Ben McLemore G Glenn Robinson III UTIL Rudy Gobert C Nikola Jokic PG Ky Bowman,,Tacko Fall,C,0.02%,0
69,1742479294,l800Eddie (81/150),0,314.25,PF Paul Millsap G Lou Williams PG Mike Conley SF Paul George SG Alec Burks UTIL Ben McLemore C Nikola Jokic F Marquese Chriss,,D'Angelo Russell,SG,0.02%,0
69,1742636702,giantsquid (9/150),0,314.25,F P.J. Tucker SF Paul George SG Alec Burks G Glenn Robinson III C Nikola Jokic PF Eric Paschall UTIL Jamal Murray PG Ky Bowman,,Jarrell Brantley,UTIL,0.02%,0
69,1742696442,bterwilliger (4/4),0,314.25,SF P.J. Tucker UTIL Lou Williams G James Harden SG Alec Burks C Clint Capela PF Marquese Chriss PG Ky Bowman F Omari Spellman,,Stephen Curry,PG,0.02%,0
69,1742716584,sdoyle8448 (9/9),0,314.25,G Mike Conley SF Paul George SG Alec Burks F Joe Ingles C Nikola Jokic UTIL Jaylen Brown PF Marquese Chriss PG Ky Bowman,,Johnathan Motley,UTIL,0.02%,0
74,1742674694,motravis711 (2/5),0,314,UTIL P.J. Tucker PG Lou Williams SG James Harden G Alec Burks F Royce O'Neale SF Glenn Robinson III C Nikola Jokic PF Marquese Chriss,,Javonte Green,G,0.02%,11.75
75,1741812482,TheOctopus (9/100),0,313.75,SF P.J. Tucker PG Mike Conley F Paul George SG Alec Burks G Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Marquese Chriss,,Klay Thompson,SG,0.01%,0
75,1741812524,TheOctopus (51/100),0,313.75,SG James Harden G Alec Burks SF Bojan Bogdanovic UTIL Austin Rivers C Nikola Jokic PF Marquese Chriss PG Ky Bowman F Omari Spellman,,Jarred Vanderbilt,UTIL,0.01%,0
75,1742056993,moklovin (9/150),0,313.75,SF P.J. Tucker G Mike Conley F Paul George PG Alec Burks SG Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Marquese Chriss,,,
75,1742264951,NILKNARF (70/150),0,313.75,SF P.J. Tucker G Mike Conley F Paul George PG Alec Burks SG Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Marquese Chriss,,,
75,1742479302,l800Eddie (89/150),0,313.75,F P.J. Tucker PG Mike Conley SF Paul George SG Alec Burks G Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Marquese Chriss,,,
75,1742664075,oysterdood (1/4),0,313.75,PF P.J. Tucker G Mike Conley SF Paul George PG Alec Burks SG Glenn Robinson III UTIL Clint Capela C Nikola Jokic F Marquese Chriss,,,
75,1742689429,kchill1190,0,313.75,PF P.J. Tucker F Paul Millsap PG James Harden SG Alec Burks SF Ben McLemore C Nikola Jokic G Ky Bowman UTIL Daniel Theis,,,
82,1742057070,moklovin (86/150),0,313.5,G Mike Conley SF Paul George PG Alec Burks SG Ben McLemore C Rudy Gobert UTIL Nikola Jokic F Marquese Chriss PF Omari Spellman,,,
82,1742707400,Ajp907,0,313.5,G Russell Westbrook SG Alec Burks SF Glenn Robinson III C Nikola Jokic UTIL Donovan Mitchell PF Marquese Chriss PG Ky Bowman F Omari Spellman,,,
84,1741802735,bric75 (77/150),0,313.25,SF P.J. Tucker F Paul Millsap G Russell Westbrook SG Alec Burks UTIL Clint Capela C Nikola Jokic PG Ky Bowman PF Omari Spellman,,,
84,1741812479,TheOctopus (6/100),0,313.25,SF P.J. Tucker PG Lou Williams SG Alec Burks UTIL Rudy Gobert C Nikola Jokic G Donovan Mitchell PF Marquese Chriss F Omari Spellman,,,
84,1742479237,l800Eddie (24/150),0,313.25,UTIL P.J. Tucker F Paul George SF Kawhi Leonard SG Alec Burks G Glenn Robinson III C Nikola Jokic PG Ky Bowman PF Omari Spellman,,,
84,1742695944,Fithuck (10/11),0,313.25,SF P.J. Tucker F Paul Millsap G Russell Westbrook SG Alec Burks C Clint Capela UTIL Nikola Jokic PG Ky Bowman PF Omari Spellman,,,
84,1742713977,hishboo (37/150),0,313.25,F P.J. Tucker G Lou Williams PG Mike Conley SF Ben McLemore UTIL Rudy Gobert C Nikola Jokic SG Donovan Mitchell PF Omari Spellman,,,
84,1742725591,ereymann,0,313.25,SF P.J. Tucker F Paul Millsap PG Russell Westbrook SG Alec Burks C Clint Capela UTIL Nikola Jokic G Ky Bowman PF Omari Spellman,,,
90,1741802697,bric75 (39/150),0,313,F P.J. Tucker PF Paul Millsap G Russell Westbrook SG Alec Burks SF Ben McLemore C Rudy Gobert UTIL Nikola Jokic PG Ky Bowman,,,
90,1741802751,bric75 (93/150),0,313,PF P.J. Tucker UTIL Russell Westbrook SG Alec Burks F Montrezl Harrell SF Glenn Robinson III C Nikola Jokic G Jamal Murray PG Ky Bowman,,,
90,1742265022,NILKNARF (141/150),0,313,F P.J. Tucker UTIL Paul George SG Alec Burks SF Bojan Bogdanovic C Nikola Jokic G Donovan Mitchell PG Ky Bowman PF Omari Spellman,,,
90,1742688508,sizzleville (2/4),0,313,PG Lou Williams SG Glenn Robinson III UTIL Rudy Gobert C Nikola Jokic SF Eric Paschall G Jaylen Brown PF Marquese Chriss F Omari Spellman,,,
90,1742692243,dwan_ye_west,0,313,SF P.J. Tucker F Paul George SG Alec Burks UTIL Bojan Bogdanovic C Nikola Jokic PG Donovan Mitchell G Ky Bowman PF Omari Spellman,,,
95,1742707488,Stuyobby,0,312.75,SF P.J. Tucker PG Mike Conley PF Paul George SG Alec Burks G Ben McLemore F Glenn Robinson III UTIL Clint Capela C Nikola Jokic,,,
96,1741815319,ragingphilip (87/150),0,312.5,SF Jeff Green G Lou Williams UTIL James Harden PF Paul George SG Alec Burks F Glenn Robinson III C Marquese Chriss PG Ky Bowman,,,
96,1742723703,RUNNINGBACKU (6/6),0,312.5,PF P.J. Tucker SG Alec Burks SF Glenn Robinson III C Rudy Gobert UTIL Nikola Jokic PG Donovan Mitchell G Jaylen Brown F Jordan Poole,,,
98,1742057004,moklovin (20/150),0,312,G Lou Williams F Paul George SG Alec Burks PF Montrezl Harrell SF Glenn Robinson III C Willie Cauley-Stein UTIL Nikola Jokic PG Ky Bowman,,,
98,1742057052,moklovin (68/150),0,312,G Lou Williams F Paul George PG Alec Burks SG Austin Rivers SF Glenn Robinson III C Rudy Gobert UTIL Nikola Jokic PF Omari Spellman,,,
98,1742479216,l800Eddie (3/150),0,312,G Lou Williams PF Paul George SG Alec Burks F Montrezl Harrell SF Glenn Robinson III UTIL Willie Cauley-Stein C Nikola Jokic PG Ky Bowman,,,
101,1741841258,tomjk321 (76/150),0,311.75,UTIL Lou Williams SG Alec Burks PF Bojan Bogdanovic F Ben McLemore C Clint Capela G Donovan Mitchell SF Jaylen Brown PG Ky Bowman,,,
101,1742265013,NILKNARF (132/150),0,311.75,PF P.J. Tucker UTIL Russell Westbrook PG Alec Burks F Ben McLemore SG Glenn Robinson III C Nikola Jokic G Donovan Mitchell SF Jaylen Brown,,,
101,1742479265,l800Eddie (52/150),0,311.75,G Lou Williams PG Mike Conley PF Paul George SG Alec Burks UTIL Austin Rivers F Montrezl Harrell SF Glenn Robinson III C Nikola Jokic,,,
104,1741642451,JBCJBCJBC (38/150),0,311.5,PF Paul Millsap PG Alec Burks G Austin Rivers F Ben McLemore C Rudy Gobert UTIL Nikola Jokic SF Jaylen Brown SG Jamal Murray,,,
104,1741770455,dmonkey18 (2/3),0,311.5,F P.J. Tucker SG Lou Williams PG Russell Westbrook G Alec Burks SF Glenn Robinson III C Clint Capela UTIL Nikola Jokic PF Omari Spellman,,,
104,1742461925,beaker913 (2/6),0,311.5,UTIL Paul George SG Alec Burks SF Bojan Bogdanovic PF Montrezl Harrell C Nikola Jokic PG Emmanuel Mudiay F Jaylen Brown G Ky Bowman,,,
104,1742618117,brussino (2/2),0,311.5,F P.J. Tucker G Lou Williams PG Russell Westbrook SG Alec Burks SF Glenn Robinson III C Clint Capela UTIL Nikola Jokic PF Omari Spellman,,,
108,1742631140,hobiefootball (48/150),0,311.25,PF Paul Millsap UTIL Lou Williams SF Paul George G Alec Burks F Montrezl Harrell SG Glenn Robinson III C Clint Capela PG Ky Bowman,,,
108,1742636708,giantsquid (15/150),0,311.25,SF Paul George SG Alec Burks G Austin Rivers F Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Eric Paschall PG Ky Bowman,,,
110,1742581583,wtread5 (94/150),0,311,F P.J. Tucker UTIL Russell Westbrook SG James Harden SF Glenn Robinson III C Nikola Jokic PG Emmanuel Mudiay G Ky Bowman PF Omari Spellman,,,
110,1742581614,wtread5 (125/150),0,311,PF P.J. Tucker PG Mike Conley G Russell Westbrook SG Alec Burks F Ben McLemore SF Glenn Robinson III C Rudy Gobert UTIL Nikola Jokic,,,
110,1742588269,Awesemo (82/150),0,311,F P.J. Tucker SG Lou Williams PF Paul George G Alec Burks SF Glenn Robinson III C Clint Capela UTIL Donovan Mitchell PG Ky Bowman,,,
110,1742636695,giantsquid (2/150),0,311,PG Russell Westbrook SG Alec Burks F Ben McLemore SF Glenn Robinson III C Nikola Jokic PF Eric Paschall UTIL Jamal Murray G Ky Bowman,,,
114,1741489999,CZYX (59/150),0,310.75,SG Alec Burks SF Royce O'Neale F Montrezl Harrell UTIL Clint Capela C Nikola Jokic G Donovan Mitchell PF Marquese Chriss PG Ky Bowman,,,
114,1741490020,CZYX (80/150),0,310.75,PF Paul Millsap G Lou Williams F Paul George SF Royce O'Neale SG Ben McLemore UTIL Clint Capela C Nikola Jokic PG Ky Bowman,,,
116,1742032436,fjbourne (92/150),0,310.5,SF Jeff Green PF Paul George PG Alec Burks F Ben McLemore SG Glenn Robinson III UTIL Clint Capela C Nikola Jokic G Donovan Mitchell,,,
116,1742598991,dothemaff,0,310.5,G Russell Westbrook SG Alec Burks F Ben McLemore UTIL Clint Capela C Nikola Jokic SF Eric Paschall PG Ky Bowman PF Omari Spellman,,,
116,1742671597,Fithuck (3/11),0,310.5,F Paul George SG Alec Burks SF Glenn Robinson III C Clint Capela UTIL Nikola Jokic PG Emmanuel Mudiay G Donovan Mitchell PF Omari Spellman,,,
119,1741802722,bric75 (64/150),0,310.25,F P.J. Tucker SG Lou Williams G Russell Westbrook SF Glenn Robinson III UTIL Clint Capela C Nikola Jokic PF Marquese Chriss PG Ky Bowman,,,
119,1742479334,l800Eddie (121/150),0,310.25,UTIL P.J. Tucker G Lou Williams PG Mike Conley F Paul George SG Alec Burks SF Bojan Bogdanovic C Nikola Jokic PF Omari Spellman,,,
119,1742636791,giantsquid (98/150),0,310.25,G Lou Williams PG Alec Burks F Ben McLemore PF Montrezl Harrell C Nikola Jokic SG Donovan Mitchell SF Jaylen Brown UTIL Ivica Zubac,,,
122,1742636751,giantsquid (58/150),0,310,SG Lou Williams PG Russell Westbrook SF Ben McLemore C Rudy Gobert UTIL Nikola Jokic F Marquese Chriss G Ky Bowman PF Omari Spellman,,,
122,1742636835,giantsquid (142/150),0,310,F P.J. Tucker UTIL Paul Millsap SG Alec Burks PF Montrezl Harrell C Nikola Jokic SF Eric Paschall G Donovan Mitchell PG Ky Bowman,,,
124,1741642423,JBCJBCJBC (10/150),0,309.75,F Paul Millsap G Mike Conley PG Alec Burks SF Royce O'Neale UTIL Clint Capela C Nikola Jokic SG Jamal Murray PF Omari Spellman,,,
124,1741642535,JBCJBCJBC (122/150),0,309.75,PF P.J. Tucker G Lou Williams UTIL James Harden F Paul George SG Alec Burks SF Ben McLemore C Marquese Chriss PG Ky Bowman,,,
124,1741802727,bric75 (69/150),0,309.75,PF P.J. Tucker G Lou Williams UTIL James Harden F Paul George SG Alec Burks SF Ben McLemore C Marquese Chriss PG Ky Bowman,,,
124,1741841325,tomjk321 (143/150),0,309.75,PF P.J. Tucker UTIL Paul George SG Alec Burks SF Bojan Bogdanovic F Ben McLemore C Nikola Jokic G Donovan Mitchell PG Ky Bowman,,,
