Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
13,1804777284,CookingChumps (2/3),0,326.5,PF Brandon Ingram G D'Angelo Russell UTIL Clint Capela PG De'Aaron Fox F Carmelo Anthony SG Alec Burks C Gorgui Dieng SF Damion Lee,,Andrew Wiggins,F,22.56%,33.75
14,1804601451,l800Eddie (98/150),0,325.25,SG James Harden C Hassan Whiteside PG De'Aaron Fox SF Draymond Green G Alec Burks PF P.J. Tucker UTIL Gorgui Dieng F Damion Lee,,De'Aaron Fox,PG,22.12%,52.25
14,1805910039,Hunter5186 (4/5),0,325.25,SG James Harden UTIL Hassan Whiteside PG De'Aaron Fox SF Carmelo Anthony G Alec Burks PF Derrick Favors C Gorgui Dieng F Skal Labissiere,,Buddy Hield,F,21.79%,19.75
16,1805901707,rjm805,0,324.75,SG James Harden PG Russell Westbrook G De'Aaron Fox PF Richaun Holmes UTIL Alec Burks C Gorgui Dieng F Damion Lee SF Trevor Ariza,,Brandon Ingram,F,19.46%,45.75
17,1804314417,CZYX (113/150),0,324.5,SG James Harden C Clint Capela G De'Aaron Fox F Richaun Holmes UTIL Alec Burks PF Derrick Favors PG Lonzo Ball SF Damion Lee,,Robert Covington,PF,19.44%,10.5
17,1805692954,Fraruman,0,324.5,PF Brandon Ingram PG Jrue Holiday UTIL D'Angelo Russell G De'Aaron Fox F Richaun Holmes SG Alec Burks C P.J. Tucker SF Damion Lee,,Richaun Holmes,PF,15.39%,37.75
19,1804183624,Soledreamers,0,324.25,G Russell Westbrook F Brandon Ingram PG De'Aaron Fox SF Draymond Green PF Richaun Holmes SG Alec Burks UTIL Lonzo Ball C Gorgui Dieng,,Draymond Green,SF,15.06%,36.5
20,1805820596,LawnStar,0,323.75,C Hassan Whiteside G D'Angelo Russell SG CJ McCollum PG De'Aaron Fox PF Carmelo Anthony F Draymond Green UTIL Alec Burks SF Damion Lee,,JJ Redick,F,13.73%,21.5
20,1805901710,marvelous5 (1/2),0,323.75,SG James Harden G CJ McCollum UTIL De'Aaron Fox F Carmelo Anthony PF Richaun Holmes PG Alec Burks C Gorgui Dieng SF Damion Lee,,Clint Capela,C,12.46%,39.5
20,1805935148,Dudeoflife (76/150),0,323.75,C Hassan Whiteside UTIL D'Angelo Russell SG CJ McCollum PG De'Aaron Fox PF Carmelo Anthony F Draymond Green G Alec Burks SF Damion Lee,,Lonzo Ball,PG,12.33%,25.25
23,1805035476,jschiff44,0,322.75,SG James Harden C Hassan Whiteside PG De'Aaron Fox SF Carmelo Anthony G Alec Burks F P.J. Tucker UTIL Gorgui Dieng PF Trevor Ariza,,Skal Labissiere,F,11.94%,19.25
24,1805787600,diarrhea99,0,321.5,PG Russell Westbrook SF Andrew Wiggins G De'Aaron Fox F Carmelo Anthony PF Richaun Holmes SG Alec Burks UTIL Willie Cauley-Stein C Gorgui Dieng,,Carmelo Anthony,F,11.94%,38.75
25,1804601392,l800Eddie (39/150),0,320.75,SF Brandon Ingram PG Damian Lillard SG D'Angelo Russell G De'Aaron Fox UTIL Alec Burks PF Derrick Favors C Gorgui Dieng F Damion Lee,,P.J. Tucker,PF,11.64%,30
25,1805628365,bwinst11 (2/2),0,320.75,F Brandon Ingram G Damian Lillard UTIL D'Angelo Russell PG De'Aaron Fox SG Alec Burks PF Derrick Favors C Gorgui Dieng SF Damion Lee,,Jarrett Culver,SG,11.08%,4
27,1805903095,Bergz97,0,320.5,C Hassan Whiteside UTIL Jrue Holiday G CJ McCollum PG De'Aaron Fox SF Draymond Green PF Richaun Holmes SG Alec Burks F P.J. Tucker,,Danuel House Jr.,PF,11.07%,20
27,1805915293,Scottglenn,0,320.5,G James Harden UTIL Russell Westbrook PG De'Aaron Fox F Carmelo Anthony SG Alec Burks C Gorgui Dieng SF Damion Lee PF Skal Labissiere,,Trevor Ariza,SF,9.36%,24.5
29,1804370583,JBCJBCJBC (129/150),0,320.25,G James Harden SG Jrue Holiday PG De'Aaron Fox F Draymond Green UTIL Alec Burks PF P.J. Tucker C Gorgui Dieng SF Damion Lee,,Jrue Holiday,UTIL,9.03%,39
29,1805867164,rsbathla (40/50),0,320.25,UTIL James Harden G Russell Westbrook PG De'Aaron Fox SG Alec Burks PF Derrick Favors C Gorgui Dieng F Damion Lee SF Eric Paschall,,Josh Okogie,F,9.03%,9.75
31,1804615651,GarethGoh (3/5),0,319.75,SG James Harden SF Brandon Ingram PG De'Aaron Fox G Alec Burks PF Derrick Favors UTIL JJ Redick C Gorgui Dieng F Damion Lee,,Harrison Barnes,SF,8.68%,15
32,1805917792,KBeezy_904 (2/2),0,319.5,PG Russell Westbrook UTIL Hassan Whiteside G De'Aaron Fox SF Carmelo Anthony F Richaun Holmes SG Alec Burks PF Nemanja Bjelica C Gorgui Dieng,,Ben McLemore,SF,7.57%,15.75
33,1805762616,GMENROCKTODAY,0,319.25,PG James Harden PF Brandon Ingram G De'Aaron Fox F Carmelo Anthony SG Alec Burks C Gorgui Dieng SF Damion Lee UTIL Danuel House Jr.,,Kent Bazemore,F,7.16%,5.25
34,1805903083,nhart333,0,318.75,SG James Harden C Hassan Whiteside PG De'Aaron Fox G Alec Burks PF Derrick Favors SF JJ Redick F P.J. Tucker UTIL Gorgui Dieng,,Nemanja Bjelica,PF,6.40%,20
35,1805238598,Crzy7MakSas (10/12),0,318.5,G Russell Westbrook SF Brandon Ingram PG De'Aaron Fox F Marvin Bagley III C Richaun Holmes SG Alec Burks PF Derrick Favors UTIL Damion Lee,,Eric Paschall,PF,5.90%,20
35,1805860383,AH1219,0,318.5,PG Russell Westbrook UTIL Hassan Whiteside SG D'Angelo Russell PF Carmelo Anthony G Alec Burks F Derrick Favors C Gorgui Dieng SF Damion Lee,,Willie Cauley-Stein,C,5.46%,32.25
35,1805892471,stepuptothis,0,318.5,G Damian Lillard C Hassan Whiteside SG D'Angelo Russell PG De'Aaron Fox PF Richaun Holmes UTIL Alec Burks F P.J. Tucker SF Damion Lee,,Kenrich Williams,F,3.55%,9.25
38,1804462317,oxenduck (111/150),0,318.25,UTIL Russell Westbrook G Damian Lillard PG De'Aaron Fox PF Carmelo Anthony F Draymond Green SG Alec Burks C Gorgui Dieng SF Damion Lee,,Bogdan Bogdanovic,SF,3.36%,0
38,1804650694,mazwa (29/150),0,318.25,SG James Harden G Russell Westbrook PG De'Aaron Fox F Draymond Green UTIL Alec Burks C Gorgui Dieng SF Damion Lee PF Skal Labissiere,,Josh Hart,SF,2.54%,7.75
40,1804623897,mistadobalina11,0,318,PG James Harden UTIL Russell Westbrook G De'Aaron Fox PF Richaun Holmes SG Alec Burks C Gorgui Dieng SF Damion Lee F Marquese Chriss,,Cory Joseph,G,2.11%,19
41,1804650807,mazwa (142/150),0,317.75,PG James Harden C Hassan Whiteside UTIL CJ McCollum G De'Aaron Fox PF Richaun Holmes SG Alec Burks SF Damion Lee F Skal Labissiere,,Marquese Chriss,UTIL,1.76%,17.75
41,1804680238,kin830 (2/3),0,317.75,PG James Harden C Hassan Whiteside SG CJ McCollum G De'Aaron Fox PF Richaun Holmes UTIL Alec Burks SF Damion Lee F Skal Labissiere,,Anfernee Simons,UTIL,1.18%,15.5
41,1804696545,kin830 (3/3),0,317.75,PG James Harden C Hassan Whiteside SG CJ McCollum G De'Aaron Fox PF Richaun Holmes UTIL Alec Burks SF Damion Lee F Skal Labissiere,,Jaxson Hayes,C,1.06%,17.5
41,1805653736,benjdilla (1/2),0,317.75,PG James Harden C Hassan Whiteside SG CJ McCollum UTIL De'Aaron Fox PF Richaun Holmes G Alec Burks SF Damion Lee F Skal Labissiere,,Noah Vonleh,F,0.98%,15.5
41,1805725585,juis0614 (2/4),0,317.75,G Damian Lillard C Hassan Whiteside UTIL CJ McCollum PG De'Aaron Fox F Carmelo Anthony SG Alec Burks PF Derrick Favors SF Damion Lee,,Austin Rivers,UTIL,0.97%,7.5
41,1805728952,jonathansullivan2 (3/3),0,317.75,PG James Harden C Hassan Whiteside SG CJ McCollum G De'Aaron Fox UTIL Alec Burks PF Derrick Favors SF Damion Lee F Skal Labissiere,,Jordan Bell,C,0.83%,1.25
41,1805897449,cbavin (99/150),0,317.75,F Brandon Ingram C Hassan Whiteside PG De'Aaron Fox SF Carmelo Anthony G Jeff Teague SG Alec Burks PF Derrick Favors UTIL Gorgui Dieng,,Shabazz Napier,UTIL,0.74%,0
41,1805906726,moneyballers,0,317.75,F Brandon Ingram C Hassan Whiteside PG De'Aaron Fox SF Carmelo Anthony G Jeff Teague PF Richaun Holmes SG Alec Burks UTIL Gorgui Dieng,,Keita Bates-Diop,F,0.55%,13.75
41,1805915984,grantkush (9/20),0,317.75,PG James Harden C Hassan Whiteside SG CJ McCollum G De'Aaron Fox PF Richaun Holmes UTIL Alec Burks SF Damion Lee F Skal Labissiere,,E'Twaun Moore,F,0.54%,22.75
50,1805726201,codezero (6/6),0,317.5,UTIL Hassan Whiteside C Clint Capela PG De'Aaron Fox SF Carmelo Anthony F Draymond Green G Jeff Teague SG Alec Burks PF Derrick Favors,,Yogi Ferrell,G,0.39%,0
51,1805912312,Barnabus2055,0,317.25,SG James Harden PG Damian Lillard UTIL De'Aaron Fox F Richaun Holmes G Alec Burks PF P.J. Tucker C Gorgui Dieng SF Damion Lee,,Jacob Evans III,SF,0.35%,2.25
51,1805945765,KingDTime69,0,317.25,SF Brandon Ingram SG Andrew Wiggins C Clint Capela PG De'Aaron Fox G Alec Burks PF Derrick Favors UTIL Gorgui Dieng F Damion Lee,,Omari Spellman,PF,0.28%,5.75
53,1805120753,louiedog01 (108/150),0,317,PG Russell Westbrook C Hassan Whiteside G D'Angelo Russell SF Draymond Green SG Alec Burks F Derrick Favors PF P.J. Tucker UTIL Gorgui Dieng,,Jahlil Okafor,UTIL,0.20%,0
53,1805921350,HTOWN1234,0,317,SF Brandon Ingram SG Andrew Wiggins C Hassan Whiteside PG De'Aaron Fox G Alec Burks F Derrick Favors UTIL Gorgui Dieng PF Trevor Ariza,,Anthony Tolliver,UTIL,0.18%,0
55,1805555876,SkipMcCarthy,0,316.75,PG Russell Westbrook SF Andrew Wiggins C Hassan Whiteside G De'Aaron Fox SG Alec Burks PF Derrick Favors F P.J. Tucker UTIL E'Twaun Moore,,Treveon Graham,PF,0.18%,13.75
56,1805885093,kaepattack916,0,316,G James Harden SG CJ McCollum PG De'Aaron Fox SF Carmelo Anthony PF Richaun Holmes F Derrick Favors C Willie Cauley-Stein UTIL Gorgui Dieng,,Nassir Little,UTIL,0.15%,3.5
57,1805900836,hishboo (136/150),0,315.75,G James Harden UTIL D'Angelo Russell PG De'Aaron Fox F Marvin Bagley III SG Alec Burks PF Derrick Favors C Willie Cauley-Stein SF Damion Lee,,Jordan Poole,SF,0.15%,1.25
58,1804605231,jf1133 (2/2),0,315.5,PG Damian Lillard C Hassan Whiteside G CJ McCollum UTIL De'Aaron Fox SF Draymond Green SG Alec Burks PF Derrick Favors F Damion Lee,,Glenn Robinson III,G,0.14%,0
58,1804967374,hackartist (1/2),0,315.5,G Damian Lillard C Hassan Whiteside SG CJ McCollum PG De'Aaron Fox F Draymond Green UTIL Alec Burks PF Derrick Favors SF Damion Lee,,Ky Bowman,UTIL,0.14%,10.5
58,1804975855,hackartist (2/2),0,315.5,G Damian Lillard C Hassan Whiteside SG CJ McCollum PG De'Aaron Fox F Draymond Green UTIL Alec Burks PF Derrick Favors SF Damion Lee,,Justin James,SF,0.11%,0
58,1805851382,kieguz1,0,315.5,PG Damian Lillard C Hassan Whiteside SG CJ McCollum UTIL De'Aaron Fox F Draymond Green G Alec Burks PF Derrick Favors SF Damion Lee,,Mario Hezonja,UTIL,0.11%,0
58,1805904490,shaneomiz (12/20),0,315.5,PG Damian Lillard C Hassan Whiteside SG CJ McCollum G De'Aaron Fox F Draymond Green UTIL Alec Burks PF Derrick Favors SF Damion Lee,,Karl-Anthony Towns,C,0.08%,0
58,1805913000,Ricky.royals (2/2),0,315.5,PF Brandon Ingram UTIL Hassan Whiteside G De'Aaron Fox SF Draymond Green PG Jeff Teague F Richaun Holmes SG Alec Burks C Gorgui Dieng,,Kevon Looney,PF,0.05%,6.75
58,1805925985,THELAND (6/7),0,315.5,UTIL Russell Westbrook C Hassan Whiteside PG De'Aaron Fox G Draymond Green F Marvin Bagley III PF Richaun Holmes SG Alec Burks SF Damion Lee,,Nicolo Melli,C,0.04%,5.25
65,1805893836,Davster,0,315.25,PG James Harden C Hassan Whiteside G De'Aaron Fox SF Draymond Green SG Alec Burks UTIL Gorgui Dieng F Damion Lee PF Eric Paschall,,Gary Clark,PF,0.03%,3.5
66,1804626469,Sox2014 (1/2),0,315,PG Russell Westbrook C Hassan Whiteside G CJ McCollum UTIL De'Aaron Fox SF Draymond Green SG Alec Burks PF Derrick Favors F Ben McLemore,,Tyson Chandler,C,0.03%,0
67,1805918667,teamplayer (2/2),0,314.75,UTIL Russell Westbrook PG D'Angelo Russell G De'Aaron Fox SF Draymond Green PF Marvin Bagley III F Richaun Holmes SG Alec Burks C Gorgui Dieng,,Nickeil Alexander-Walker,UTIL,0.02%,0
68,1805120778,louiedog01 (133/150),0,314.5,G Russell Westbrook C Clint Capela PG De'Aaron Fox SF Carmelo Anthony F Marvin Bagley III PF Richaun Holmes SG Alec Burks UTIL Gorgui Dieng,,Jaylen Hoard,SF,0.02%,0
68,1805244550,shmooly18,0,314.5,PG James Harden C Hassan Whiteside G De'Aaron Fox SF Draymond Green F Derrick Favors PF P.J. Tucker UTIL Gorgui Dieng SG Damion Lee,,Kelan Martin,F,0.02%,10.5
68,1805910549,THELAND (4/7),0,314.5,PF Brandon Ingram C Hassan Whiteside PG De'Aaron Fox F Carmelo Anthony G Draymond Green UTIL Marvin Bagley III SG Alec Burks SF Damion Lee,,Jordan McLaughlin,UTIL,0.02%,35
68,1805910610,THELAND (5/7),0,314.5,PF Brandon Ingram C Hassan Whiteside PG De'Aaron Fox F Carmelo Anthony G Draymond Green UTIL Marvin Bagley III SG Alec Burks SF Damion Lee,,Isaiah Hartenstein,UTIL,0.01%,0
72,1805747179,chadwhite93,0,314.25,C Hassan Whiteside G D'Angelo Russell UTIL Clint Capela PG De'Aaron Fox PF Carmelo Anthony SG Alec Burks F Nemanja Bjelica SF Damion Lee,,Chris Clemons,UTIL,0.01%,0
72,1805904603,TayTay80,0,314.25,PG Russell Westbrook C Hassan Whiteside G CJ McCollum UTIL De'Aaron Fox F Richaun Holmes SG Alec Burks SF JJ Redick PF P.J. Tucker,,Rodney Hood,F,0.01%,0
72,1805946826,bournefree,0,314.25,PG Russell Westbrook C Hassan Whiteside SG CJ McCollum G De'Aaron Fox F Richaun Holmes UTIL Alec Burks SF JJ Redick PF P.J. Tucker,,Gary Trent Jr.,SG,0.01%,8
75,1804601375,l800Eddie (22/150),0,314,SG James Harden G D'Angelo Russell PG De'Aaron Fox PF Marvin Bagley III UTIL Alec Burks F Derrick Favors C Gorgui Dieng SF Damion Lee,,Moses Brown,C,0.01%,0
75,1805293402,mypoorjets (1/2),0,314,PG James Harden SG D'Angelo Russell G De'Aaron Fox PF Marvin Bagley III UTIL Alec Burks F Derrick Favors C Gorgui Dieng SF Damion Lee,,Dewayne Dedmon,UTIL,0.01%,0
75,1805701005,stompthestar,0,314,SF Andrew Wiggins G Damian Lillard PG De'Aaron Fox UTIL Carmelo Anthony PF Richaun Holmes SG Alec Burks F Derrick Favors C Gorgui Dieng,,Josh Gray,PG,0.01%,0
75,1805867162,rsbathla (38/50),0,314,G James Harden SG D'Angelo Russell PG De'Aaron Fox F Marvin Bagley III UTIL Alec Burks PF Derrick Favors C Gorgui Dieng SF Damion Lee,,Frank Jackson,G,0.01%,2
75,1805927826,devante03,0,314,SG James Harden PG D'Angelo Russell UTIL De'Aaron Fox PF Marvin Bagley III G Alec Burks F Derrick Favors C Gorgui Dieng SF Damion Lee,,Zach Collins,PF,0.01%,0
75,1805936902,allanpo,0,314,SG James Harden UTIL D'Angelo Russell PG De'Aaron Fox PF Marvin Bagley III G Alec Burks F Derrick Favors C Gorgui Dieng SF Damion Lee,,,
81,1805867190,murrdog72,0,313.75,SF Andrew Wiggins SG D'Angelo Russell PG CJ McCollum G De'Aaron Fox F Draymond Green UTIL Alec Burks PF Derrick Favors C Gorgui Dieng,,,
82,1804601425,l800Eddie (72/150),0,313.5,SG James Harden C Hassan Whiteside PG De'Aaron Fox SF Draymond Green G Alec Burks PF Derrick Favors UTIL Gorgui Dieng F Josh Okogie,,,
82,1805519125,heartagramnick13 (2/2),0,313.5,SF Brandon Ingram C Hassan Whiteside PG D'Angelo Russell SG CJ McCollum UTIL De'Aaron Fox G Alec Burks F Damion Lee PF Skal Labissiere,,,
82,1805612216,Stallion33,0,313.5,G Russell Westbrook PF Brandon Ingram C Clint Capela PG De'Aaron Fox SG Alec Burks UTIL Gorgui Dieng SF Damion Lee F Eric Paschall,,,
82,1805900730,hishboo (30/150),0,313.5,G James Harden C Hassan Whiteside PG De'Aaron Fox SF Draymond Green SG Alec Burks PF Derrick Favors UTIL Gorgui Dieng F Josh Okogie,,,
86,1804744270,CookingChumps (1/3),0,313.25,PG Russell Westbrook UTIL Hassan Whiteside G Jrue Holiday F Draymond Green SG Alec Burks PF Derrick Favors C Gorgui Dieng SF Damion Lee,,,
86,1805020707,Crzy7MakSas (5/12),0,313.25,PG Russell Westbrook SF Andrew Wiggins C Hassan Whiteside G De'Aaron Fox SG Alec Burks PF Derrick Favors UTIL P.J. Tucker F Skal Labissiere,,,
86,1805633779,patk928 (1/3),0,313.25,F Brandon Ingram C Hassan Whiteside SG CJ McCollum G De'Aaron Fox UTIL Carmelo Anthony PG Alec Burks SF JJ Redick PF P.J. Tucker,,,
89,1804576902,justinallsup (2/7),0,312.75,C Hassan Whiteside SG D'Angelo Russell UTIL Clint Capela PG De'Aaron Fox PF Marvin Bagley III G Alec Burks F Derrick Favors SF Damion Lee,,,
89,1805120748,louiedog01 (103/150),0,312.75,SG Jrue Holiday UTIL D'Angelo Russell PG CJ McCollum SF Carmelo Anthony F Draymond Green C Richaun Holmes G Alec Burks PF Derrick Favors,,,
89,1805797927,Williebeaux,0,312.75,SF Andrew Wiggins C Hassan Whiteside PG D'Angelo Russell UTIL De'Aaron Fox SG Alec Burks PF Derrick Favors G Lonzo Ball F Damion Lee,,,
89,1805824006,bulls_fan,0,312.75,SF Brandon Ingram C Hassan Whiteside PG D'Angelo Russell G CJ McCollum SG Alec Burks F Derrick Favors UTIL Willie Cauley-Stein PF P.J. Tucker,,,
89,1805927854,junior-taper,0,312.75,G Russell Westbrook UTIL Hassan Whiteside SG CJ McCollum PG De'Aaron Fox SF Carmelo Anthony PF Derrick Favors C Gorgui Dieng F Damion Lee,,,
89,1805930823,Spain214 (1/2),0,312.75,SG James Harden PG Russell Westbrook G De'Aaron Fox SF Carmelo Anthony F Derrick Favors UTIL Willie Cauley-Stein C Gorgui Dieng PF Skal Labissiere,,,
89,1805931106,Jbarton324 (74/76),0,312.75,C Hassan Whiteside SG D'Angelo Russell UTIL Clint Capela PG De'Aaron Fox F Marvin Bagley III G Alec Burks PF Derrick Favors SF Damion Lee,,,
96,1805716156,codezero (4/6),0,312.5,F Brandon Ingram C Hassan Whiteside PG De'Aaron Fox SF Carmelo Anthony UTIL Jeff Teague SG Alec Burks PF Derrick Favors G Lonzo Ball,,,
97,1805600847,lukegattis (9/16),0,312.25,PF Brandon Ingram G Damian Lillard C Hassan Whiteside PG De'Aaron Fox UTIL Richaun Holmes SG Alec Burks F Damion Lee SF Danuel House Jr.,,,
97,1805882408,Get_Some49 (2/3),0,312.25,SF Brandon Ingram SG D'Angelo Russell PG De'Aaron Fox PF Carmelo Anthony G Draymond Green F Richaun Holmes C Derrick Favors UTIL JJ Redick,,,
97,1805884169,atwinger (1/5),0,312.25,G Russell Westbrook C Hassan Whiteside PG De'Aaron Fox SF Draymond Green F Harrison Barnes PF Richaun Holmes SG Alec Burks UTIL Gorgui Dieng,,,
97,1805918409,luiselboss1,0,312.25,G Russell Westbrook UTIL Hassan Whiteside SF Buddy Hield PG De'Aaron Fox F Richaun Holmes SG Alec Burks C Derrick Favors PF Trevor Ariza,,,
97,1805922507,elliekev26,0,312.25,UTIL Russell Westbrook SF Andrew Wiggins SG CJ McCollum G De'Aaron Fox PF Richaun Holmes PG Alec Burks C Gorgui Dieng F Damion Lee,,,
97,1805935624,FlyingRaijin (2/2),0,312.25,PG Russell Westbrook F Andrew Wiggins G CJ McCollum UTIL De'Aaron Fox PF Richaun Holmes SG Alec Burks C Gorgui Dieng SF Damion Lee,,,
103,1805293815,nolimits11,0,312,G Russell Westbrook C Hassan Whiteside PG CJ McCollum UTIL De'Aaron Fox SG Alec Burks F Derrick Favors PF Nemanja Bjelica SF Damion Lee,,,
104,1805031823,Crzy7MakSas (7/12),0,311.75,PG Russell Westbrook SF Andrew Wiggins G D'Angelo Russell UTIL De'Aaron Fox F Richaun Holmes SG Alec Burks C Gorgui Dieng PF Skal Labissiere,,,
104,1805567297,joeran12,0,311.75,PG James Harden G D'Angelo Russell C Clint Capela SG Alec Burks F Derrick Favors PF P.J. Tucker UTIL Gorgui Dieng SF Damion Lee,,,
104,1805808628,lousmorals (1/2),0,311.75,SG James Harden UTIL CJ McCollum PG De'Aaron Fox PF Marvin Bagley III F Richaun Holmes G Alec Burks C Derrick Favors SF Damion Lee,,,
104,1805909943,2cangetu4likea2Bdare,0,311.75,PF Brandon Ingram C Hassan Whiteside SG D'Angelo Russell PG De'Aaron Fox F Richaun Holmes G Alec Burks SF JJ Redick UTIL Danuel House Jr.,,,
104,1805937092,DrPepperBlvd,0,311.75,SG James Harden C Hassan Whiteside UTIL CJ McCollum G De'Aaron Fox SF Draymond Green PG Alec Burks F Trevor Ariza PF Skal Labissiere,,,
104,1805938291,MrBadAss,0,311.75,SG James Harden C Hassan Whiteside PG CJ McCollum G De'Aaron Fox SF Draymond Green UTIL Alec Burks PF Trevor Ariza F Skal Labissiere,,,
110,1804314410,CZYX (106/150),0,311.5,SG James Harden C Clint Capela PG De'Aaron Fox F Marvin Bagley III G Alec Burks PF Derrick Favors UTIL Gorgui Dieng SF Damion Lee,,,
110,1804706904,moklovin (55/150),0,311.5,SG James Harden C Clint Capela PG De'Aaron Fox F Marvin Bagley III G Alec Burks PF Derrick Favors UTIL Gorgui Dieng SF Damion Lee,,,
110,1805759858,jmkrtumian75 (1/2),0,311.5,PF Brandon Ingram G Damian Lillard C Hassan Whiteside PG De'Aaron Fox SF Draymond Green SG Alec Burks UTIL Gorgui Dieng F Skal Labissiere,,,
113,1804223552,meeshapepper1 (4/4),0,311.25,C Hassan Whiteside SG D'Angelo Russell UTIL Clint Capela G CJ McCollum PF Richaun Holmes PG Alec Burks F Derrick Favors SF Damion Lee,,,
113,1805793922,Tater2114,0,311.25,PF Brandon Ingram SF Andrew Wiggins SG CJ McCollum PG De'Aaron Fox F Carmelo Anthony UTIL Alec Burks C Gorgui Dieng G Damion Lee,,,
113,1805925683,jerryrokkz (8/11),0,311.25,PG Russell Westbrook SG D'Angelo Russell C Clint Capela SF Draymond Green G Alec Burks UTIL Derrick Favors PF P.J. Tucker F Damion Lee,,,
116,1805851876,Wellstl,0,311,SF Brandon Ingram C Hassan Whiteside G CJ McCollum UTIL De'Aaron Fox PG Jeff Teague SG Alec Burks PF Derrick Favors F P.J. Tucker,,,
116,1805919798,dakillaz187,0,311,SF Brandon Ingram UTIL Hassan Whiteside PG D'Angelo Russell SG CJ McCollum G Alec Burks PF Derrick Favors F P.J. Tucker C Gorgui Dieng,,,
118,1804848558,TheRotogator (7/7),0,310.75,PG Russell Westbrook F Andrew Wiggins G De'Aaron Fox PF Carmelo Anthony C Richaun Holmes SG Alec Burks SF JJ Redick UTIL Gorgui Dieng,,,
118,1805699920,getchia (44/65),0,310.75,UTIL Russell Westbrook PG Jrue Holiday G D'Angelo Russell SF Draymond Green C Richaun Holmes SG Alec Burks PF P.J. Tucker F Damion Lee,,,
120,1804738360,cortega1988 (1/2),0,310.5,SG James Harden PG Russell Westbrook G De'Aaron Fox SF Draymond Green F Richaun Holmes UTIL Willie Cauley-Stein C Gorgui Dieng PF Skal Labissiere,,,
120,1805794236,oshdiddy,0,310.5,G Russell Westbrook UTIL Hassan Whiteside SF Buddy Hield PG De'Aaron Fox SG Alec Burks F Derrick Favors PF P.J. Tucker C Gorgui Dieng,,,
120,1805883696,bamaball34 (1/3),0,310.5,C Hassan Whiteside UTIL Clint Capela SG CJ McCollum G De'Aaron Fox SF Carmelo Anthony PG Draymond Green PF Richaun Holmes F Damion Lee,,,
120,1805918792,vbc60381,0,310.5,PG Russell Westbrook C Hassan Whiteside SG Jrue Holiday G De'Aaron Fox PF Derrick Favors F P.J. Tucker UTIL Gorgui Dieng SF Damion Lee,,,
