Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1838557147,Motown23 (12/20),0,322.25,PF Cody Zeller C Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. SG Dwayne Bacon PG Jamal Murray F Deandre Ayton,,Kawhi Leonard,SF,68.91%,47.75
2,1836752214,pigskinpimpss (19/20),0,321.5,PG Lou Williams PF Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. SG Dwayne Bacon C Ivica Zubac F Deandre Ayton,,Montrezl Harrell,PF,52.29%,40
3,1836752203,pigskinpimpss (8/20),0,317.5,PG Patrick Beverley F Kawhi Leonard C Cody Zeller PF Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. SG Mikal Bridges,,Nikola Jokic,C,52.29%,51.75
3,1837690535,chickenDinner_1 (17/20),0,317.5,G Lou Williams SG Patrick Beverley PF Kawhi Leonard C Cody Zeller SF Dario Saric UTIL Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr.,,Devonte' Graham,G,49.80%,44.25
3,1838605419,SixShotAce (3/3),0,317.5,G Patrick Beverley F Kawhi Leonard PF Cody Zeller C Montrezl Harrell UTIL Nikola Jokic PG Devonte' Graham SF Kelly Oubre Jr. SG Mikal Bridges,,Patrick Beverley,SG,47.17%,29
6,1836900308,MillionaireMatt89 (11/20),0,315.25,PG Lou Williams C Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr. SG Mikal Bridges SF Dwayne Bacon F Deandre Ayton,,Lou Williams,SG,46.10%,39
7,1836900303,MillionaireMatt89 (6/20),0,314.25,PG Patrick Beverley UTIL Kawhi Leonard PF Cody Zeller C Montrezl Harrell SG Gary Harris G Devonte' Graham SF Kelly Oubre Jr. F Deandre Ayton,,Jamal Murray,PG,44.62%,26.5
8,1838566946,Kaseyzane,0,313.25,PG Lou Williams UTIL Patrick Beverley F Kawhi Leonard C Cody Zeller SG Gary Harris G Devonte' Graham SF Kelly Oubre Jr. PF Deandre Ayton,,Kelly Oubre Jr.,PF,43.20%,56.25
9,1838425703,procession (11/20),0,312.75,PG Patrick Beverley F Kawhi Leonard PF Montrezl Harrell SG Gary Harris SF Dario Saric C Nikola Jokic G Devonte' Graham UTIL Kelly Oubre Jr.,,Devin Booker,SG,38.96%,31.5
10,1837647664,Kgabes11 (15/20),0,311.5,G Lou Williams F Kawhi Leonard C Montrezl Harrell SF Dario Saric UTIL Nikola Jokic PF Kelly Oubre Jr. SG Dwayne Bacon PG Jamal Murray,,Ricky Rubio,PG,35.06%,27
11,1836590509,bigstick8412,0,311,SG Patrick Beverley PF Kawhi Leonard F Cody Zeller G Monte Morris C Nikola Jokic UTIL Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray,,Dario Saric,F,33.71%,15.5
11,1836929945,thepriest31 (6/20),0,311,PG Patrick Beverley PF Kawhi Leonard F Cody Zeller G Monte Morris C Nikola Jokic UTIL Devonte' Graham SF Kelly Oubre Jr. SG Jamal Murray,,Deandre Ayton,UTIL,31.70%,34.75
11,1838535447,halipeno,0,311,SG Patrick Beverley PF Kawhi Leonard F Cody Zeller G Monte Morris C Nikola Jokic UTIL Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray,,PJ Washington,PF,29.14%,12.75
14,1838516200,Kelleyzt,0,309.5,SG Lou Williams UTIL Patrick Beverley SF Kawhi Leonard C Cody Zeller PG Devonte' Graham PF Kelly Oubre Jr. G Jamal Murray F Miles Bridges,,Cody Zeller,UTIL,27.59%,34
15,1838574863,Alefreice,0,308.75,UTIL Lou Williams SG Patrick Beverley PF Montrezl Harrell C Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray F Michael Porter Jr.,,Terry Rozier,G,23.62%,10
16,1837104336,halosyd,0,308,G Patrick Beverley SF Kawhi Leonard UTIL Cody Zeller PF Montrezl Harrell F Kelly Oubre Jr. PG Devin Booker SG Dwayne Bacon C Deandre Ayton,,Gary Harris,G,19.58%,28.25
17,1836900310,MillionaireMatt89 (13/20),0,307.5,SG Lou Williams PG Ricky Rubio C Bismack Biyombo PF Cody Zeller F Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr.,,Mikal Bridges,SF,19.45%,14.5
17,1837830085,EMBEEEEED (9/10),0,307.5,SG Lou Williams PG Ricky Rubio C Bismack Biyombo PF Cody Zeller F Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr.,,Mason Plumlee,F,18.98%,19
19,1836524977,codezero (6/20),0,307.25,SG Lou Williams PG Ricky Rubio C Mason Plumlee UTIL Kawhi Leonard PF Cody Zeller F Montrezl Harrell G Devonte' Graham SF Kelly Oubre Jr.,,Bismack Biyombo,UTIL,16.22%,15.25
19,1838597022,Rich08 (7/9),0,307.25,SG Lou Williams PG Ricky Rubio C Mason Plumlee UTIL Kawhi Leonard PF Cody Zeller F Montrezl Harrell G Devonte' Graham SF Kelly Oubre Jr.,,Will Barton,F,16.22%,18.75
21,1838557921,DKplayer007,0,306.5,G Lou Williams SG Patrick Beverley SF Kawhi Leonard PF Cody Zeller F Montrezl Harrell UTIL Nikola Jokic PG Devonte' Graham C Ivica Zubac,,Miles Bridges,PF,15.41%,32.75
22,1837690533,chickenDinner_1 (15/20),0,306.25,G Lou Williams SG Patrick Beverley PG Ricky Rubio PF Kawhi Leonard F Cody Zeller UTIL Monte Morris C Nikola Jokic SF Kelly Oubre Jr.,,Ivica Zubac,C,10.43%,20.75
23,1838624425,Hpotts (2/20),0,305.5,SG Patrick Beverley PG Ricky Rubio SF Kawhi Leonard UTIL Cody Zeller F Dario Saric C Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr.,,Aron Baynes,C,9.62%,20.75
24,1836725692,x39sun (19/20),0,305,PG Lou Williams PF Cody Zeller SF Dario Saric C Nikola Jokic G Devonte' Graham UTIL Kelly Oubre Jr. SG Devin Booker F Miles Bridges,,Jerami Grant,F,9.15%,22.5
24,1836752210,pigskinpimpss (15/20),0,305,G Lou Williams PG Patrick Beverley F Kawhi Leonard PF Cody Zeller UTIL Nikola Jokic SF Kelly Oubre Jr. SG Jamal Murray C Ivica Zubac,,Monte Morris,PG,8.55%,21.5
26,1836691043,bootyeater123,0,304.75,G Lou Williams SG Patrick Beverley F Mason Plumlee SF Kawhi Leonard UTIL Cody Zeller PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham,,Moe Harkless,UTIL,6.46%,10.75
26,1837045763,stcohen,0,304.75,G Lou Williams SG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Cody Zeller PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham,,JaMychal Green,UTIL,5.59%,8.5
26,1838180703,JBANDA,0,304.75,G Lou Williams SG Patrick Beverley F Mason Plumlee SF Kawhi Leonard UTIL Cody Zeller PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham,,Dwayne Bacon,SF,5.25%,34.75
26,1838260245,brussino,0,304.75,G Lou Williams SG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Cody Zeller PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham,,Landry Shamet,SG,2.76%,5
26,1838264173,ClutchCity77 (1/2),0,304.75,PG Lou Williams SG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Cody Zeller PF Montrezl Harrell C Nikola Jokic G Devonte' Graham,,Michael Porter Jr.,F,1.88%,22
26,1838365001,ClutchCity77 (2/2),0,304.75,PG Lou Williams SG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Cody Zeller PF Montrezl Harrell C Nikola Jokic G Devonte' Graham,,Patrick Patterson,C,1.82%,1.5
26,1838370271,dangoolsby,0,304.75,G Lou Williams SG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Cody Zeller PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham,,Marvin Williams,PF,1.28%,0
26,1838619890,camslauter315,0,304.75,SG Lou Williams PG Patrick Beverley F Mason Plumlee SF Kawhi Leonard UTIL Cody Zeller PF Montrezl Harrell C Nikola Jokic G Devonte' Graham,,Malik Monk,G,1.28%,3
34,1836563394,johnwhitney,0,304.25,G Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell UTIL Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. SG Mikal Bridges C Ivica Zubac,,Malik Beasley,SG,1.28%,0
34,1837303207,jf1133 (1/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Willy Hernangomez,UTIL,0.34%,0
34,1837303208,jf1133 (2/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Rodney McGruder,G,0.34%,8.75
34,1837303209,jf1133 (3/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Nicolas Batum,G,0.20%,12
34,1837303210,jf1133 (4/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Cameron Johnson,F,0.20%,1.25
34,1837303211,jf1133 (5/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Paul Millsap,F,0.20%,0
34,1837303212,jf1133 (6/12),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Elie Okobo,UTIL,0.20%,12
34,1837853242,Hummer1,0,304.25,SG Lou Williams G Patrick Beverley UTIL Mason Plumlee F Kawhi Leonard PF Montrezl Harrell PG Monte Morris C Nikola Jokic SF Kelly Oubre Jr.,,Torrey Craig,G,0.13%,17.25
34,1838494270,rhtaylor62,0,304.25,G Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell UTIL Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. SG Mikal Bridges C Ivica Zubac,,Cheick Diallo,PF,0.13%,0
34,1838504054,jdrujon,0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,Paul George,SG,0.13%,0
34,1838546393,rrichar8 (1/3),0,304.25,SG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. G Mikal Bridges UTIL Ivica Zubac,,PJ Dozier,F,0.07%,0
34,1838578179,JBroncosFan541,0,304.25,SG Lou Williams G Patrick Beverley PF Kawhi Leonard F Dario Saric C Nikola Jokic PG Devonte' Graham SF Kelly Oubre Jr. UTIL Ivica Zubac,,,
46,1838393053,Miller421 (1/20),0,304,G Lou Williams PG Patrick Beverley UTIL Ricky Rubio PF Montrezl Harrell SG Gary Harris C Nikola Jokic F Kelly Oubre Jr. SF Miles Bridges,,,
47,1836581923,rlw11 (1/3),0,303.5,G Lou Williams UTIL Patrick Beverley PG Ricky Rubio F Cody Zeller PF Montrezl Harrell C Nikola Jokic SF Kelly Oubre Jr. SG Jamal Murray,,,
47,1838243476,diazla17 (2/2),0,303.5,PG Lou Williams UTIL Patrick Beverley G Ricky Rubio PF Cody Zeller F Montrezl Harrell C Nikola Jokic SF Kelly Oubre Jr. SG Jamal Murray,,,
47,1838534356,xXxPLOSIVE (1/2),0,303.5,SG Lou Williams PG Patrick Beverley UTIL Ricky Rubio PF Cody Zeller F Montrezl Harrell C Nikola Jokic SF Kelly Oubre Jr. G Jamal Murray,,,
47,1838575999,qphillips20 (2/2),0,303.5,SG Lou Williams PG Patrick Beverley G Ricky Rubio PF Cody Zeller F Montrezl Harrell C Nikola Jokic SF Kelly Oubre Jr. UTIL Jamal Murray,,,
51,1836900302,MillionaireMatt89 (5/20),0,303.25,F Kawhi Leonard C Cody Zeller SG Gary Harris UTIL Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr. SF Mikal Bridges PG Jamal Murray,,,
51,1838557136,Motown23 (1/20),0,303.25,F Kawhi Leonard C Cody Zeller SG Gary Harris UTIL Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr. SF Mikal Bridges PG Jamal Murray,,,
53,1836524973,codezero (2/20),0,302.75,G Lou Williams F Kawhi Leonard PF Montrezl Harrell SG Gary Harris UTIL Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray C Ivica Zubac,,,
54,1838624424,Hpotts (1/20),0,302.5,SG Lou Williams PG Patrick Beverley UTIL Mason Plumlee SF Kawhi Leonard F Dario Saric C Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr.,,,
55,1838163774,Wanna_Square_Up1567 (15/20),0,302.25,PG Patrick Beverley F Kawhi Leonard PF Montrezl Harrell SG Gary Harris C Nikola Jokic UTIL Devonte' Graham SF Dwayne Bacon G Jamal Murray,,,
56,1836752205,pigskinpimpss (10/20),0,302,PG Lou Williams C Cody Zeller PF Dario Saric UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. SG Jamal Murray F Deandre Ayton,,,
57,1836501710,audis72014,0,301.75,UTIL Cody Zeller PF Montrezl Harrell G Gary Harris PG Devonte' Graham SF Kelly Oubre Jr. SG Devin Booker F Miles Bridges C Deandre Ayton,,,
57,1838551243,TNeidert (9/10),0,301.75,G Patrick Beverley C Mason Plumlee SF Kawhi Leonard UTIL Cody Zeller PF Montrezl Harrell PG Devonte' Graham F Kelly Oubre Jr. SG Devin Booker,,,
59,1837103034,TheOctopus (15/20),0,301.25,UTIL Lou Williams G Patrick Beverley PF Montrezl Harrell C Nikola Jokic PG Devonte' Graham F Kelly Oubre Jr. SF Mikal Bridges SG Jamal Murray,,,
60,1836576655,thomasgore (5/20),0,301,PG Lou Williams UTIL Kawhi Leonard C Cody Zeller PF Montrezl Harrell G Devonte' Graham SF Dwayne Bacon SG Jamal Murray F Deandre Ayton,,,
60,1838513563,Al_DaDon,0,301,SG Lou Williams G Patrick Beverley PF Kawhi Leonard C Montrezl Harrell PG Monte Morris SF Kelly Oubre Jr. UTIL Miles Bridges F Deandre Ayton,,,
60,1838557138,Motown23 (3/20),0,301,PG Lou Williams UTIL Kawhi Leonard PF Cody Zeller C Montrezl Harrell G Devonte' Graham SF Dwayne Bacon SG Jamal Murray F Deandre Ayton,,,
63,1836576667,thomasgore (17/20),0,300.75,PG Lou Williams F Kawhi Leonard C Cody Zeller UTIL Nikola Jokic G Devonte' Graham SF Mikal Bridges SG Dwayne Bacon PF Deandre Ayton,,,
63,1836602659,thomasgore (20/20),0,300.75,PG Patrick Beverley F Kawhi Leonard PF Cody Zeller SG Gary Harris UTIL Devonte' Graham SF Kelly Oubre Jr. G Jamal Murray C Deandre Ayton,,,
63,1836752200,pigskinpimpss (5/20),0,300.75,PG Patrick Beverley F Kawhi Leonard C Cody Zeller SG Gary Harris UTIL Devonte' Graham SF Kelly Oubre Jr. G Jamal Murray PF Deandre Ayton,,,
63,1838557139,Motown23 (4/20),0,300.75,PG Lou Williams F Kawhi Leonard PF Cody Zeller UTIL Nikola Jokic G Devonte' Graham SG Mikal Bridges SF Dwayne Bacon C Deandre Ayton,,,
67,1836991138,bigtimetigersfan (3/3),0,300.5,F Montrezl Harrell PF Dario Saric C Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. PG Devin Booker UTIL Dwayne Bacon SG Jamal Murray,,,
68,1837103033,TheOctopus (14/20),0,300.25,G Lou Williams SF Kawhi Leonard UTIL Bismack Biyombo F Cody Zeller PF Montrezl Harrell SG Gary Harris C Nikola Jokic PG Devonte' Graham,,,
68,1838152581,allistarr,0,300.25,SG Lou Williams G Patrick Beverley PF Kawhi Leonard UTIL Bismack Biyombo F Cody Zeller PG Devonte' Graham SF Kelly Oubre Jr. C Deandre Ayton,,,
70,1838613388,jpodz96,0,300,C Aron Baynes PG Patrick Beverley SF Kawhi Leonard SG Gary Harris UTIL Nikola Jokic G Devonte' Graham PF Kelly Oubre Jr. F Michael Porter Jr.,,,
71,1837685254,cpardell (11/20),0,299.75,SG Lou Williams F Montrezl Harrell UTIL Monte Morris SF Dario Saric C Nikola Jokic PG Devonte' Graham PF Kelly Oubre Jr. G Devin Booker,,,
72,1837576791,EMBEEEEED (3/10),0,299.5,SG Lou Williams UTIL Kawhi Leonard PF Cody Zeller PG Monte Morris C Nikola Jokic SF Kelly Oubre Jr. G Mikal Bridges F Deandre Ayton,,,
72,1838163761,Wanna_Square_Up1567 (2/20),0,299.5,PG Patrick Beverley UTIL Kawhi Leonard C Montrezl Harrell G Devonte' Graham SF Kelly Oubre Jr. SG Dwayne Bacon F Deandre Ayton PF PJ Washington,,,
72,1838552574,jd39819,0,299.5,PF Cody Zeller F Montrezl Harrell C Nikola Jokic PG Devonte' Graham SF Kelly Oubre Jr. G Jamal Murray UTIL Deandre Ayton SG Elie Okobo,,,
72,1838560379,aco821,0,299.5,SG Patrick Beverley UTIL Bismack Biyombo F Montrezl Harrell G Gary Harris C Nikola Jokic PG Devonte' Graham SF Kelly Oubre Jr. PF Deandre Ayton,,,
72,1838607894,zleps,0,299.5,PG Lou Williams SF Kawhi Leonard PF Cody Zeller F Montrezl Harrell C Nikola Jokic SG Devin Booker G Dwayne Bacon UTIL Ivica Zubac,,,
72,1838623677,miked333 (3/20),0,299.5,SG Lou Williams C Aron Baynes G Patrick Beverley PF Kawhi Leonard F Montrezl Harrell UTIL Jerami Grant PG Devonte' Graham SF Kelly Oubre Jr.,,,
72,1838623691,miked333 (17/20),0,299.5,G Patrick Beverley PF Kawhi Leonard UTIL Montrezl Harrell PG Devonte' Graham SF Kelly Oubre Jr. SG Dwayne Bacon C Deandre Ayton F PJ Washington,,,
79,1838608481,serg71980,0,299.25,PG Lou Williams SG Patrick Beverley SF Kawhi Leonard F Cody Zeller C Nikola Jokic G Devonte' Graham UTIL Ivica Zubac PF Miles Bridges,,,
80,1836524980,codezero (9/20),0,298.75,SG Lou Williams PG Patrick Beverley G Ricky Rubio F Kawhi Leonard C Montrezl Harrell SF Dario Saric UTIL Devonte' Graham PF Kelly Oubre Jr.,,,
80,1836576661,thomasgore (11/20),0,298.75,UTIL Kawhi Leonard C Montrezl Harrell G Devonte' Graham PF Kelly Oubre Jr. SF Mikal Bridges SG Dwayne Bacon PG Jamal Murray F Deandre Ayton,,,
80,1836752198,pigskinpimpss (3/20),0,298.75,UTIL Kawhi Leonard C Montrezl Harrell G Devonte' Graham PF Kelly Oubre Jr. SF Mikal Bridges SG Dwayne Bacon PG Jamal Murray F Deandre Ayton,,,
80,1838346512,bskmicha73 (2/3),0,298.75,SG Lou Williams PG Patrick Beverley G Ricky Rubio F Kawhi Leonard C Montrezl Harrell SF Dario Saric UTIL Devonte' Graham PF Kelly Oubre Jr.,,,
80,1838425696,procession (4/20),0,298.75,SG Lou Williams PG Patrick Beverley G Ricky Rubio SF Kawhi Leonard C Montrezl Harrell PF Dario Saric UTIL Devonte' Graham F Kelly Oubre Jr.,,,
80,1838596775,msantos824 (2/5),0,298.75,SG Patrick Beverley F Mason Plumlee SF Kawhi Leonard UTIL Jerami Grant G Gary Harris C Nikola Jokic PG Devonte' Graham PF Kelly Oubre Jr.,,,
86,1837690538,chickenDinner_1 (20/20),0,298.5,SG Lou Williams UTIL Kawhi Leonard PF Cody Zeller SF Dario Saric C Nikola Jokic G Devonte' Graham PG Devin Booker F Dwayne Bacon,,,
87,1838283264,suckitt,0,298.25,UTIL Lou Williams SG Patrick Beverley PF Kawhi Leonard C Montrezl Harrell SF Dario Saric PG Devonte' Graham F Kelly Oubre Jr. G Jamal Murray,,,
88,1836600574,aquafinatim (7/20),0,297.75,SG Lou Williams G Ricky Rubio F Mason Plumlee PF Cody Zeller C Nikola Jokic UTIL Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray,,,
88,1836929959,thepriest31 (20/20),0,297.75,PG Patrick Beverley SF Kawhi Leonard PF Montrezl Harrell F Dario Saric C Nikola Jokic G Devonte' Graham SG Dwayne Bacon UTIL Deandre Ayton,,,
88,1837103025,TheOctopus (6/20),0,297.75,UTIL Lou Williams G Ricky Rubio PF Mason Plumlee F Cody Zeller C Nikola Jokic PG Devonte' Graham SF Kelly Oubre Jr. SG Jamal Murray,,,
88,1837685250,cpardell (7/20),0,297.75,UTIL Lou Williams PG Ricky Rubio F Mason Plumlee PF Cody Zeller C Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. SG Jamal Murray,,,
88,1838624439,Hpotts (16/20),0,297.75,SG Patrick Beverley PF Dario Saric C Nikola Jokic G Devonte' Graham UTIL Kelly Oubre Jr. PG Devin Booker SF Dwayne Bacon F Deandre Ayton,,,
93,1836749438,zroth2 (5/20),0,297.5,SG Lou Williams C Aron Baynes PF Mason Plumlee F Montrezl Harrell UTIL Nikola Jokic G Devonte' Graham SF Kelly Oubre Jr. PG Jamal Murray,,,
94,1838616975,ChandlerBird,0,297.25,PG Lou Williams SF Kawhi Leonard UTIL Cody Zeller G Monte Morris F Dario Saric C Nikola Jokic PF Kelly Oubre Jr. SG Devin Booker,,,
94,1838632297,DFS_HofbrauKing (14/20),0,297.25,G Lou Williams PG Patrick Beverley F Kawhi Leonard C Montrezl Harrell SG Gary Harris UTIL Devonte' Graham SF Kelly Oubre Jr. PF PJ Washington,,,
96,1838596206,DFS_HofbrauKing (8/20),0,296.5,G Lou Williams PF Kawhi Leonard C Montrezl Harrell SG Gary Harris UTIL Devonte' Graham F Kelly Oubre Jr. SF Mikal Bridges PG Jamal Murray,,,
